Question,Answer,Age,Sex
5. Do you want to go back to school?,No cos it's not safe,5,f
6. Who is the first person you are going to hug when lockdown ends?,My Rockband,5,f
7. Where is the first place you want to go?,Scarborough,5,f
8. What do you think we can do to get rid of the virus?,Fight it,5,f
9. Is mummy a good teacher?,Yes because your the best one ever,5,f
10. If coronavirus was an animal what animal would it be?,A dragon that spits out poisonous berries,5,f
11. How did the Coronavirus start?,By coming from America,5,f
12. If you had to wear protective clothing to help you what would it be?,My bat tshirt,5,f
1. What is the Corona virus?,Germs spreading everywhere,5,m
2. Who is the prime minister?,What’s a prime minister?,5,m
3. How many days have we been in lockdown?,3 years,5,m
4. What is/did mummy wear/or today?,Jeans and a top,5,m
5. Do you want to go back to school/nursery?,Yes,5,m
6. Who is the first person you are going to hug when lockdown ends?,All my family,5,m
7. Where is the first place you want to go?,Have a picnic at the park,5,m
8. What do you think we can do to get rid of the coronavirus?,Go to the doctors,5,m
9. Is mummy a good teacher?,33 good,5,m
10. If corona virus was an animal what animal would it be?,A lion and a tiger,5,m
11. How did the Corona Virus start?,From getting germs from the world,5,m
12.If you had to wear protective clothing to help you what would it be?,A mask over my mouth with some jeans and an orange top and light up shoes,5,m
1. What is the Coronavirus?,- It’s a virus that keeps people sick?,5,m
2. Who is the president?,- Jesus?,5,m
3. How many days have we been in lockdown?,"- 5? Or 4. 3, 2, 1. Five years. I don’t know how long.",5,m
4. Do you want to go back to school?,"- Uh, yeah. But we can’t.",5,m
5. Who is the first person you are going to hug when the virus is over?,- Daddy,5,m
6. Where is the first place you want to go?,- The jumping place,5,m
7. What do you think we can do to get rid of the Coronavirus?,"- Tell everybody to burn stuff, to make it really hot and kill the virus off stuff.",5,m
8. Is mommy a good teacher?,"- Yeah! Or, no. Because you don’t teach me how to do stuff. My teacher does.",5,m
9. How did the Coronavirus start?,-  Nope! I don’t know!,5,m
10. If you had to wear protective clothing to help you what would it be?,- a work shirt,5,m
11. Are you enjoying lockdown?,"-yep, because we don’t have to go anywhere.",5,m
Jaxson age 5,NA,5,m
1. What is the Coronavirus?,You can’t breathe. Hah... I got all these.,5,m
2. Who is the president?,"President Trump. I know president trump, why would you think I don’t know president trump? I know president trump better than you.",5,m
3. How many days have we been on lockdown?,Uhhhhhhh... I don’t even know. 192!,5,m
4. Do you want to go back to school?,Yes.,5,m
5. Who is the first person you are going to hug when lockdown is over?,Aunt Malia!!,5,m
6. Where is the first place you want to go?,LEGOLAND!!!!!,5,m
7. What do you think we can do to get rid of the coronavirus?,Mmmmm... do what scientists are doing right now.,5,m
8. Is mommy a good teacher?,Uhhhh yes.,5,m
9. How did the Coronavirus start?,"Is... ummm... I don’t know, I forgot. It came on tv. Am I right? It came on the tv?",5,m
10. If you had to wear protective clothing to help you what would it be?,Legoland clothes!,5,m
11. Are you enjoying the lockdown?,"Yes. No, I mean. I’m a little and I’m not a little.",5,m
12. What is the best thing about having to stay home?,"Uhhhmmmm, calling Aunt Malia.",5,m
1. What is the Coronavirus?,Something that spreads germs around,5,f
2. Who is the president of the US?,I don’t know,5,f
3. How many days have we been in lockdown?,100 days,5,f
4. Do you want to go back to school/daycare?,Yea!,5,f
5. Who is the first person you are going to hug when lockdown is over?,Bella,5,f
6. Where is the first place you want to go?,To 5 below and target,5,f
7. What do you think we can do to get rid of the Coronavirus?,Punch every coronavirus and wipe the TV with tv wipes,5,f
8. Am I  a good teacher?,Yep,5,f
9. How did the Coronavirus start?,"In corona virus world, that’s in Chinese",5,f
10. If you had to wear protective clothing to help you what would it be?,Mask and gloves,5,f
11. Are you enjoying the lockdown?,"Not that much.... and it’s not called lockdown, it’s called “ the corona”",5,f
1. What is the Corona virus?,It's a kind of germ.,5,f
2. Who is the prime minister?,Boris Johnson,5,f
3. How many days have we been in lockdown?,Maybe 100,5,f
4. Do you want to go back to school/nursery,Yes,5,f
5. Who is the first person you are going to hug when lockdown is over?,My best friend Beyza,5,f
6. Where is the first place you want to go?,Spain,5,f
7. What do you think we can do to get rid of the Corona virus?,"Open the person, take the germ out, sew them back together.",5,f
8 Is mummy a good teacher?,Yes,5,f
9. How did the Corona Virus start?,It came from an animal in China.,5,f
10. If you had to wear protective clothing to help you what would it be?,"A mask, a hat and blue gloves.",5,f
11. Are you enjoying lockdown?,No,5,f
1. What is the Corona virus?,Oscar: Covid 19,5,m
2. Who is the prime minister?,Oscar: don’t know,5,m
3. How many days have we been in lockdown?,Oscar- 119 days,5,m
4. Who is the first person you are going to hug when lockdown ends?,Oscar- Spencer (school friend),5,m
5. Where is the first place you want to go?,Oscar: Beach,5,m
6. What do you think we can do to get rid of the Corona virus?,Oscar: Wash your hands,5,m
7. Is mummy a good teacher?,NA,5,m
8. If corona virus was an animal what animal would it be?,Oscar: A bat,5,m
9. How did the Corona Virus start?,Oscar: From a bat,5,m
10.If you had to wear protective clothing to help you what would it be?,Oscar: Mask,5,m
1. What is the Coronavirus?,I don't know.,5,m
1. What is the Coronavirus?,A bad virus.,5,f
3. How many days have we been in lockdown?,"Um 18? I don't know, a lot?",5,f
4. Do you want to go back to bible class?,Mhm!,5,f
5. Who is the first person you are going to hug when lockdown is over?,Emma,5,f
6. Where is the first place you want to go?,The early works museum,5,f
7. What do you think we can do to get rid of the Coronavirus?,To try to keep maskes on and stay away from everything. And then maybe move to another planet.,5,f
8. Are mom and dad good teachers?,Yes,5,f
9. How did the Coronavirus start?,Somebody had the coronavirus in another country and then other people got it.,5,f
10. If you had to wear protective clothing to help you what would it be?,I would wear a Mickey mouse sweatshirt and my pink tutu.,5,f
11. Are you enjoying the lockdown?,"No, because I don't get to go to the library or park. I dont get to go to much places at all or see my friends.",5,f
1. What is the Coronavirus?,The coronavirus is a bad germ and it makes people sick so we have to stay away from each other.,5,m
2. Who is the president?,"I don’t fermember. Tell me who is the president, Mommy, of the United States, ppllleeeaassee.",5,m
3. How many days have we been in lockdown?,"Hmmmm, 20 months, 4 days, it’s 100 days",5,m
4. Do you want to go back to school/daycare?,"No, fine, yes. Yes, ma’am.",5,m
5. Who is the first person you are going to hug when lockdown is over?,Everyone. The whole tire universe. Everyone in China  and in Africa.,5,m
6. Where is the first place you want to go?,In my backyard to pet the puppies.,5,m
7. What do you think we can do to get rid of the Coronavirus?,And pray to God and say God please make the coronavirus go and please PLEASE help us.,5,m
8. Are mommy and daddy good teachers?,"Yes, yes, yes!",5,m
9. How did the Coronavirus start?,I don’t know.,5,m
10. If you had to wear protective clothing to help you what would it be?,I wouldn’t say this but armor with a covering a mask a face mask to cover my nose and mouth and when it’s lunch time I’ll roll it up to eat.,5,m
11. Are you enjoying the lockdown?,Um hum there’s no long day at school,5,m
12. What is the best thing about having to stay home?,"Um, at my house and on my phone there’s endless learning academy.",5,m
1. What is the Coronavirus?,Lucy- also don’t touch anything and wear your mask,5,f
1. What is the Coronavirus?,A sickness,5,m
3. How many days have we been in lockdown?,About a lot of days,5,m
5. Who is the first person you are going to hug when lockdown is over?,My teacher and Mrs. Riley,5,m
6. Where is the first place you want to go?,A friends house,5,m
7. What do you think we can do to get rid of the Coronavirus?,Stay at home,5,m
9. How did the Coronavirus start?,Everyone was sick and they were touching everyone,5,m
"10. If you had to wear protective clothing to help you, what would it be?",A mask,5,m
11. Are you enjoying the lockdown?,Yes because I like being at home,5,m
1. What is the Corona virus?,It makes you sick all day,5,f
2. Who is the prime minister?,What's a prime minister?,5,f
3. How many days have we been in lockdown?,Loads and loads,5,f
4. What is/did mummy wear today?,Spiderman Jammies,5,f
5. Do you want to go back to nursery.,"Yeah. I miss Archie, Lucas and Rory",5,f
6. Who is the first person you are going to hug when lockdown ends?,"Archive, Lucas and Rory",5,f
7. Where is the first place you want to go?,The Big Adventure,5,f
8. What do you think we can do to get rid of the coronavirus?,Just shoot it,5,f
9. Is mummy a good teacher?,Yeah,5,f
10. If corona virus was an animal what animal would it be?,A giraffe. They're my favourite,5,f
11. How did the Corona Virus start?,I don't know.,5,f
12.If you had to wear protective clothing to help you what would it be?,Mask and gloves.,5,f
1. What is the Coronavirus?,C: Something that is bad and no one can go out for.,5.5,f
2. Who is the president?,"C: The new president. I don’t know his name. I know what he looks like, but I forget his name.",5.5,f
3. How many days have we been in lockdown?,C: 60 hundred,5.5,f
4. Do you want to go back to school?,C: ummmm yes!,5.5,f
5. Who is the first person you are going to hug when lockdown is over?,C: Probably Grandma and Grandpa and Nana and Bop Bop,5.5,f
6. Where is the first place you want to go?,C: This is a tricky one! I’m going with this one: the play place!,5.5,f
7. What do you think we can do to get rid of the Coronavirus?,C:  We could karate chop the Coronavirus away and never see it again!,5.5,f
8. Is mommy a good teacher?,C: Mmmmm yeah.,5.5,f
9. How did the Coronavirus start?,C: Mmmm...that’s a tricky one. A bat bit a pig and a farmer got it from the pig and then other people got it.,5.5,f
10. If you had to wear protective clothing to help you what would it be?,C: I would have a metal suit.,5.5,f
11. Are you enjoying lockdown?,C: Noooooooo!!!,5.5,f
"12. If you could decorate your own mask, what would be on it?",C: It would be houses and people.,5.5,f
13. What is your favorite thing about lockdown?,C: That I get to play. I don’t get to play at school and that is soooo sad.,5.5,f
14. What is your least favorite thing about lockdown?,"C: I do not like to do homeschool only at school, that’s why.",5.5,f
15. What is something from lockdown you will remember?,C: That we shouldn’t go anywhere.,5.5,f
16. What do you miss about school?,C: That I get to have lunch time with my friends and that I get to play at the playground at recess time.,5.5,f
